protocol,fold,sample_id,group,role
traditional_logo,3,13:14:37/scan-003,13:14:37,test
traditional_logo,3,13:14:37/scan-004,13:14:37,test
traditional_logo,3,13:14:37/scan-005,13:14:37,test
traditional_logo,3,13:14:37/scan-006,13:14:37,test
traditional_logo,3,13:14:37/scan-007,13:14:37,test
traditional_logo,3,13:14:37/scan-008,13:14:37,test
traditional_logo,3,13:14:37/scan-009,13:14:37,test
traditional_logo,3,13:14:37/scan-010,13:14:37,test
traditional_logo,3,13:14:37/scan-011,13:14:37,test
traditional_logo,3,13:14:37/scan-012,13:14:37,test
traditional_logo,3,13:14:37/scan-013,13:14:37,test
traditional_logo,3,13:14:37/scan-014,13:14:37,test
traditional_logo,3,13:14:37/scan-015,13:14:37,test
traditional_logo,3,13:14:37/scan-016,13:14:37,test
traditional_logo,3,13:14:37/scan-017,13:14:37,test
traditional_logo,3,13:14:37/scan-018,13:14:37,test
traditional_logo,3,13:14:37/scan-019,13:14:37,test
traditional_logo,3,13:24:02/scan-000,13:24:02,fit
traditional_logo,3,13:24:02/scan-001,13:24:02,fit
traditional_logo,3,13:24:02/scan-002,13:24:02,fit
traditional_logo,3,13:24:02/scan-003,13:24:02,fit
traditional_logo,3,13:24:02/scan-004,13:24:02,fit
traditional_logo,3,13:24:02/scan-005,13:24:02,fit
traditional_logo,3,13:24:02/scan-006,13:24:02,fit
traditional_logo,3,13:24:02/scan-007,13:24:02,fit
traditional_logo,3,13:24:02/scan-008,13:24:02,fit
traditional_logo,3,13:24:02/scan-009,13:24:02,fit
traditional_logo,3,13:24:02/scan-010,13:24:02,fit
traditional_logo,3,13:24:02/scan-011,13:24:02,fit
traditional_logo,3,13:24:02/scan-012,13:24:02,fit
traditional_logo,3,13:24:02/scan-013,13:24:02,fit
traditional_logo,3,13:24:02/scan-014,13:24:02,fit
traditional_logo,3,13:24:02/scan-015,13:24:02,fit
traditional_logo,3,13:24:02/scan-016,13:24:02,fit
traditional_logo,3,13:24:02/scan-017,13:24:02,fit
traditional_logo,3,13:24:02/scan-018,13:24:02,fit
traditional_logo,3,13:24:02/scan-019,13:24:02,fit
traditional_logo,3,13:33:30/scan-000,13:33:30,fit
traditional_logo,3,13:33:30/scan-001,13:33:30,fit
traditional_logo,3,13:33:30/scan-002,13:33:30,fit
traditional_logo,3,13:33:30/scan-003,13:33:30,fit
traditional_logo,3,13:33:30/scan-004,13:33:30,fit
traditional_logo,3,13:33:30/scan-005,13:33:30,fit
traditional_logo,3,13:33:30/scan-006,13:33:30,fit
traditional_logo,3,13:33:30/scan-007,13:33:30,fit
traditional_logo,3,13:33:30/scan-008,13:33:30,fit
traditional_logo,3,13:33:30/scan-009,13:33:30,fit
traditional_logo,3,13:33:30/scan-010,13:33:30,fit
traditional_logo,3,13:33:30/scan-011,13:33:30,fit
traditional_logo,3,13:33:30/scan-012,13:33:30,fit
traditional_logo,3,13:33:30/scan-013,13:33:30,fit
traditional_logo,3,13:33:30/scan-014,13:33:30,fit
traditional_logo,3,13:33:30/scan-015,13:33:30,fit
traditional_logo,3,13:33:30/scan-016,13:33:30,fit
traditional_logo,3,13:33:30/scan-017,13:33:30,fit
traditional_logo,3,13:33:30/scan-018,13:33:30,fit
traditional_logo,3,13:33:30/scan-019,13:33:30,fit
traditional_logo,3,13:43:08/scan-000,13:43:08,fit
traditional_logo,3,13:43:08/scan-001,13:43:08,fit
traditional_logo,3,13:43:08/scan-002,13:43:08,fit
traditional_logo,3,13:43:08/scan-003,13:43:08,fit
traditional_logo,3,13:43:08/scan-004,13:43:08,fit
traditional_logo,3,13:43:08/scan-005,13:43:08,fit
traditional_logo,3,13:43:08/scan-006,13:43:08,fit
traditional_logo,3,13:43:08/scan-007,13:43:08,fit
traditional_logo,3,13:43:08/scan-008,13:43:08,fit
traditional_logo,3,13:43:08/scan-009,13:43:08,fit
traditional_logo,3,13:43:08/scan-010,13:43:08,fit
traditional_logo,3,13:43:08/scan-011,13:43:08,fit
traditional_logo,3,13:43:08/scan-012,13:43:08,fit
traditional_logo,3,13:43:08/scan-013,13:43:08,fit
traditional_logo,3,13:43:08/scan-014,13:43:08,fit
traditional_logo,3,13:43:08/scan-015,13:43:08,fit
traditional_logo,3,13:43:08/scan-016,13:43:08,fit
traditional_logo,3,13:43:08/scan-017,13:43:08,fit
traditional_logo,3,13:43:08/scan-018,13:43:08,fit
traditional_logo,3,13:43:08/scan-019,13:43:08,fit
traditional_logo,4,12:46:00/scan-000,12:46:00,fit
traditional_logo,4,12:46:00/scan-001,12:46:00,fit
traditional_logo,4,12:46:00/scan-002,12:46:00,fit
traditional_logo,4,12:46:00/scan-003,12:46:00,fit
traditional_logo,4,12:46:00/scan-004,12:46:00,fit
traditional_logo,4,12:46:00/scan-005,12:46:00,fit
traditional_logo,4,12:46:00/scan-006,12:46:00,fit
traditional_logo,4,12:46:00/scan-007,12:46:00,fit
traditional_logo,4,12:46:00/scan-008,12:46:00,fit
traditional_logo,4,12:46:00/scan-009,12:46:00,fit
traditional_logo,4,12:46:00/scan-010,12:46:00,fit
traditional_logo,4,12:46:00/scan-011,12:46:00,fit
traditional_logo,4,12:46:00/scan-012,12:46:00,fit
traditional_logo,4,12:46:00/scan-013,12:46:00,fit
traditional_logo,4,12:46:00/scan-014,12:46:00,fit
traditional_logo,4,12:46:00/scan-015,12:46:00,fit
traditional_logo,4,12:46:00/scan-016,12:46:00,fit
traditional_logo,4,12:46:00/scan-017,12:46:00,fit
traditional_logo,4,12:46:00/scan-018,12:46:00,fit
traditional_logo,4,12:46:00/scan-019,12:46:00,fit
traditional_logo,4,12:55:42/scan-000,12:55:42,fit
traditional_logo,4,12:55:42/scan-001,12:55:42,fit
traditional_logo,4,12:55:42/scan-002,12:55:42,fit
traditional_logo,4,12:55:42/scan-003,12:55:42,fit
traditional_logo,4,12:55:42/scan-004,12:55:42,fit
traditional_logo,4,12:55:42/scan-005,12:55:42,fit
traditional_logo,4,12:55:42/scan-006,12:55:42,fit
traditional_logo,4,12:55:42/scan-007,12:55:42,fit
traditional_logo,4,12:55:42/scan-008,12:55:42,fit
traditional_logo,4,12:55:42/scan-009,12:55:42,fit
traditional_logo,4,12:55:42/scan-010,12:55:42,fit
traditional_logo,4,12:55:42/scan-011,12:55:42,fit
traditional_logo,4,12:55:42/scan-012,12:55:42,fit
traditional_logo,4,12:55:42/scan-013,12:55:42,fit
traditional_logo,4,12:55:42/scan-014,12:55:42,fit
traditional_logo,4,12:55:42/scan-015,12:55:42,fit
traditional_logo,4,12:55:42/scan-016,12:55:42,fit
traditional_logo,4,12:55:42/scan-017,12:55:42,fit
traditional_logo,4,12:55:42/scan-018,12:55:42,fit
traditional_logo,4,12:55:42/scan-019,12:55:42,fit
traditional_logo,4,13:05:15/scan-000,13:05:15,fit
traditional_logo,4,13:05:15/scan-001,13:05:15,fit
traditional_logo,4,13:05:15/scan-002,13:05:15,fit
traditional_logo,4,13:05:15/scan-003,13:05:15,fit
traditional_logo,4,13:05:15/scan-004,13:05:15,fit
traditional_logo,4,13:05:15/scan-005,13:05:15,fit
traditional_logo,4,13:05:15/scan-006,13:05:15,fit
traditional_logo,4,13:05:15/scan-007,13:05:15,fit
traditional_logo,4,13:05:15/scan-008,13:05:15,fit
traditional_logo,4,13:05:15/scan-009,13:05:15,fit
traditional_logo,4,13:05:15/scan-010,13:05:15,fit
traditional_logo,4,13:05:15/scan-011,13:05:15,fit
traditional_logo,4,13:05:15/scan-012,13:05:15,fit
traditional_logo,4,13:05:15/scan-013,13:05:15,fit
traditional_logo,4,13:05:15/scan-014,13:05:15,fit
traditional_logo,4,13:05:15/scan-015,13:05:15,fit
traditional_logo,4,13:05:15/scan-016,13:05:15,fit
traditional_logo,4,13:05:15/scan-017,13:05:15,fit
traditional_logo,4,13:05:15/scan-018,13:05:15,fit
traditional_logo,4,13:05:15/scan-019,13:05:15,fit
traditional_logo,4,13:14:37/scan-000,13:14:37,fit
traditional_logo,4,13:14:37/scan-001,13:14:37,fit
traditional_logo,4,13:14:37/scan-002,13:14:37,fit
traditional_logo,4,13:14:37/scan-003,13:14:37,fit
traditional_logo,4,13:14:37/scan-004,13:14:37,fit
traditional_logo,4,13:14:37/scan-005,13:14:37,fit
traditional_logo,4,13:14:37/scan-006,13:14:37,fit
traditional_logo,4,13:14:37/scan-007,13:14:37,fit
traditional_logo,4,13:14:37/scan-008,13:14:37,fit
traditional_logo,4,13:14:37/scan-009,13:14:37,fit
traditional_logo,4,13:14:37/scan-010,13:14:37,fit
traditional_logo,4,13:14:37/scan-011,13:14:37,fit
traditional_logo,4,13:14:37/scan-012,13:14:37,fit
traditional_logo,4,13:14:37/scan-013,13:14:37,fit
traditional_logo,4,13:14:37/scan-014,13:14:37,fit
traditional_logo,4,13:14:37/scan-015,13:14:37,fit
traditional_logo,4,13:14:37/scan-016,13:14:37,fit
traditional_logo,4,13:14:37/scan-017,13:14:37,fit
traditional_logo,4,13:14:37/scan-018,13:14:37,fit
traditional_logo,4,13:14:37/scan-019,13:14:37,fit
traditional_logo,4,13:24:02/scan-000,13:24:02,test
traditional_logo,4,13:24:02/scan-001,13:24:02,test
traditional_logo,4,13:24:02/scan-002,13:24:02,test
traditional_logo,4,13:24:02/scan-003,13:24:02,test
traditional_logo,4,13:24:02/scan-004,13:24:02,test
traditional_logo,4,13:24:02/scan-005,13:24:02,test
traditional_logo,4,13:24:02/scan-006,13:24:02,test
traditional_logo,4,13:24:02/scan-007,13:24:02,test
traditional_logo,4,13:24:02/scan-008,13:24:02,test
traditional_logo,4,13:24:02/scan-009,13:24:02,test
traditional_logo,4,13:24:02/scan-010,13:24:02,test
traditional_logo,4,13:24:02/scan-011,13:24:02,test
traditional_logo,4,13:24:02/scan-012,13:24:02,test
traditional_logo,4,13:24:02/scan-013,13:24:02,test
traditional_logo,4,13:24:02/scan-014,13:24:02,test
traditional_logo,4,13:24:02/scan-015,13:24:02,test
traditional_logo,4,13:24:02/scan-016,13:24:02,test
traditional_logo,4,13:24:02/scan-017,13:24:02,test
traditional_logo,4,13:24:02/scan-018,13:24:02,test
traditional_logo,4,13:24:02/scan-019,13:24:02,test
traditional_logo,4,13:33:30/scan-000,13:33:30,fit
traditional_logo,4,13:33:30/scan-001,13:33:30,fit
traditional_logo,4,13:33:30/scan-002,13:33:30,fit
traditional_logo,4,13:33:30/scan-003,13:33:30,fit
traditional_logo,4,13:33:30/scan-004,13:33:30,fit
traditional_logo,4,13:33:30/scan-005,13:33:30,fit
traditional_logo,4,13:33:30/scan-006,13:33:30,fit
traditional_logo,4,13:33:30/scan-007,13:33:30,fit
traditional_logo,4,13:33:30/scan-008,13:33:30,fit
traditional_logo,4,13:33:30/scan-009,13:33:30,fit
traditional_logo,4,13:33:30/scan-010,13:33:30,fit
traditional_logo,4,13:33:30/scan-011,13:33:30,fit
traditional_logo,4,13:33:30/scan-012,13:33:30,fit
traditional_logo,4,13:33:30/scan-013,13:33:30,fit
traditional_logo,4,13:33:30/scan-014,13:33:30,fit
traditional_logo,4,13:33:30/scan-015,13:33:30,fit
traditional_logo,4,13:33:30/scan-016,13:33:30,fit
traditional_logo,4,13:33:30/scan-017,13:33:30,fit
traditional_logo,4,13:33:30/scan-018,13:33:30,fit
traditional_logo,4,13:33:30/scan-019,13:33:30,fit
traditional_logo,4,13:43:08/scan-000,13:43:08,fit
traditional_logo,4,13:43:08/scan-001,13:43:08,fit
traditional_logo,4,13:43:08/scan-002,13:43:08,fit
traditional_logo,4,13:43:08/scan-003,13:43:08,fit
traditional_logo,4,13:43:08/scan-004,13:43:08,fit
traditional_logo,4,13:43:08/scan-005,13:43:08,fit
traditional_logo,4,13:43:08/scan-006,13:43:08,fit
traditional_logo,4,13:43:08/scan-007,13:43:08,fit
traditional_logo,4,13:43:08/scan-008,13:43:08,fit
traditional_logo,4,13:43:08/scan-009,13:43:08,fit
traditional_logo,4,13:43:08/scan-010,13:43:08,fit
traditional_logo,4,13:43:08/scan-011,13:43:08,fit
traditional_logo,4,13:43:08/scan-012,13:43:08,fit
traditional_logo,4,13:43:08/scan-013,13:43:08,fit
traditional_logo,4,13:43:08/scan-014,13:43:08,fit
traditional_logo,4,13:43:08/scan-015,13:43:08,fit
traditional_logo,4,13:43:08/scan-016,13:43:08,fit
traditional_logo,4,13:43:08/scan-017,13:43:08,fit
traditional_logo,4,13:43:08/scan-018,13:43:08,fit
traditional_logo,4,13:43:08/scan-019,13:43:08,fit
traditional_logo,5,12:46:00/scan-000,12:46:00,fit
traditional_logo,5,12:46:00/scan-001,12:46:00,fit
traditional_logo,5,12:46:00/scan-002,12:46:00,fit
traditional_logo,5,12:46:00/scan-003,12:46:00,fit
traditional_logo,5,12:46:00/scan-004,12:46:00,fit
traditional_logo,5,12:46:00/scan-005,12:46:00,fit
traditional_logo,5,12:46:00/scan-006,12:46:00,fit
traditional_logo,5,12:46:00/scan-007,12:46:00,fit
traditional_logo,5,12:46:00/scan-008,12:46:00,fit
traditional_logo,5,12:46:00/scan-009,12:46:00,fit
traditional_logo,5,12:46:00/scan-010,12:46:00,fit
traditional_logo,5,12:46:00/scan-011,12:46:00,fit
traditional_logo,5,12:46:00/scan-012,12:46:00,fit
traditional_logo,5,12:46:00/scan-013,12:46:00,fit
traditional_logo,5,12:46:00/scan-014,12:46:00,fit
traditional_logo,5,12:46:00/scan-015,12:46:00,fit
traditional_logo,5,12:46:00/scan-016,12:46:00,fit
traditional_logo,5,12:46:00/scan-017,12:46:00,fit
traditional_logo,5,12:46:00/scan-018,12:46:00,fit
traditional_logo,5,12:46:00/scan-019,12:46:00,fit
traditional_logo,5,12:55:42/scan-000,12:55:42,fit
traditional_logo,5,12:55:42/scan-001,12:55:42,fit
traditional_logo,5,12:55:42/scan-002,12:55:42,fit
traditional_logo,5,12:55:42/scan-003,12:55:42,fit
traditional_logo,5,12:55:42/scan-004,12:55:42,fit
traditional_logo,5,12:55:42/scan-005,12:55:42,fit
traditional_logo,5,12:55:42/scan-006,12:55:42,fit
traditional_logo,5,12:55:42/scan-007,12:55:42,fit
traditional_logo,5,12:55:42/scan-008,12:55:42,fit
traditional_logo,5,12:55:42/scan-009,12:55:42,fit
traditional_logo,5,12:55:42/scan-010,12:55:42,fit
traditional_logo,5,12:55:42/scan-011,12:55:42,fit
traditional_logo,5,12:55:42/scan-012,12:55:42,fit
traditional_logo,5,12:55:42/scan-013,12:55:42,fit
traditional_logo,5,12:55:42/scan-014,12:55:42,fit
traditional_logo,5,12:55:42/scan-015,12:55:42,fit
traditional_logo,5,12:55:42/scan-016,12:55:42,fit
traditional_logo,5,12:55:42/scan-017,12:55:42,fit
traditional_logo,5,12:55:42/scan-018,12:55:42,fit
traditional_logo,5,12:55:42/scan-019,12:55:42,fit
traditional_logo,5,13:05:15/scan-000,13:05:15,fit
traditional_logo,5,13:05:15/scan-001,13:05:15,fit
traditional_logo,5,13:05:15/scan-002,13:05:15,fit
traditional_logo,5,13:05:15/scan-003,13:05:15,fit
traditional_logo,5,13:05:15/scan-004,13:05:15,fit
traditional_logo,5,13:05:15/scan-005,13:05:15,fit
traditional_logo,5,13:05:15/scan-006,13:05:15,fit
traditional_logo,5,13:05:15/scan-007,13:05:15,fit
traditional_logo,5,13:05:15/scan-008,13:05:15,fit
traditional_logo,5,13:05:15/scan-009,13:05:15,fit
traditional_logo,5,13:05:15/scan-010,13:05:15,fit
traditional_logo,5,13:05:15/scan-011,13:05:15,fit
traditional_logo,5,13:05:15/scan-012,13:05:15,fit
traditional_logo,5,13:05:15/scan-013,13:05:15,fit
traditional_logo,5,13:05:15/scan-014,13:05:15,fit
traditional_logo,5,13:05:15/scan-015,13:05:15,fit
traditional_logo,5,13:05:15/scan-016,13:05:15,fit
traditional_logo,5,13:05:15/scan-017,13:05:15,fit
traditional_logo,5,13:05:15/scan-018,13:05:15,fit
traditional_logo,5,13:05:15/scan-019,13:05:15,fit
traditional_logo,5,13:14:37/scan-000,13:14:37,fit
traditional_logo,5,13:14:37/scan-001,13:14:37,fit
traditional_logo,5,13:14:37/scan-002,13:14:37,fit
traditional_logo,5,13:14:37/scan-003,13:14:37,fit
traditional_logo,5,13:14:37/scan-004,13:14:37,fit
traditional_logo,5,13:14:37/scan-005,13:14:37,fit
traditional_logo,5,13:14:37/scan-006,13:14:37,fit
traditional_logo,5,13:14:37/scan-007,13:14:37,fit
traditional_logo,5,13:14:37/scan-008,13:14:37,fit
traditional_logo,5,13:14:37/scan-009,13:14:37,fit
traditional_logo,5,13:14:37/scan-010,13:14:37,fit
traditional_logo,5,13:14:37/scan-011,13:14:37,fit
traditional_logo,5,13:14:37/scan-012,13:14:37,fit
traditional_logo,5,13:14:37/scan-013,13:14:37,fit
traditional_logo,5,13:14:37/scan-014,13:14:37,fit
traditional_logo,5,13:14:37/scan-015,13:14:37,fit
traditional_logo,5,13:14:37/scan-016,13:14:37,fit
traditional_logo,5,13:14:37/scan-017,13:14:37,fit
traditional_logo,5,13:14:37/scan-018,13:14:37,fit
traditional_logo,5,13:14:37/scan-019,13:14:37,fit
traditional_logo,5,13:24:02/scan-000,13:24:02,fit
traditional_logo,5,13:24:02/scan-001,13:24:02,fit
traditional_logo,5,13:24:02/scan-002,13:24:02,fit
traditional_logo,5,13:24:02/scan-003,13:24:02,fit
traditional_logo,5,13:24:02/scan-004,13:24:02,fit
traditional_logo,5,13:24:02/scan-005,13:24:02,fit
traditional_logo,5,13:24:02/scan-006,13:24:02,fit
traditional_logo,5,13:24:02/scan-007,13:24:02,fit
traditional_logo,5,13:24:02/scan-008,13:24:02,fit
traditional_logo,5,13:24:02/scan-009,13:24:02,fit
traditional_logo,5,13:24:02/scan-010,13:24:02,fit
traditional_logo,5,13:24:02/scan-011,13:24:02,fit
traditional_logo,5,13:24:02/scan-012,13:24:02,fit
traditional_logo,5,13:24:02/scan-013,13:24:02,fit
traditional_logo,5,13:24:02/scan-014,13:24:02,fit
traditional_logo,5,13:24:02/scan-015,13:24:02,fit
traditional_logo,5,13:24:02/scan-016,13:24:02,fit
traditional_logo,5,13:24:02/scan-017,13:24:02,fit
traditional_logo,5,13:24:02/scan-018,13:24:02,fit
traditional_logo,5,13:24:02/scan-019,13:24:02,fit
traditional_logo,5,13:33:30/scan-000,13:33:30,test
traditional_logo,5,13:33:30/scan-001,13:33:30,test
traditional_logo,5,13:33:30/scan-002,13:33:30,test
traditional_logo,5,13:33:30/scan-003,13:33:30,test
traditional_logo,5,13:33:30/scan-004,13:33:30,test
traditional_logo,5,13:33:30/scan-005,13:33:30,test
traditional_logo,5,13:33:30/scan-006,13:33:30,test
traditional_logo,5,13:33:30/scan-007,13:33:30,test
traditional_logo,5,13:33:30/scan-008,13:33:30,test
traditional_logo,5,13:33:30/scan-009,13:33:30,test
traditional_logo,5,13:33:30/scan-010,13:33:30,test
traditional_logo,5,13:33:30/scan-011,13:33:30,test
traditional_logo,5,13:33:30/scan-012,13:33:30,test
traditional_logo,5,13:33:30/scan-013,13:33:30,test
traditional_logo,5,13:33:30/scan-014,13:33:30,test
traditional_logo,5,13:33:30/scan-015,13:33:30,test
traditional_logo,5,13:33:30/scan-016,13:33:30,test
traditional_logo,5,13:33:30/scan-017,13:33:30,test
traditional_logo,5,13:33:30/scan-018,13:33:30,test
traditional_logo,5,13:33:30/scan-019,13:33:30,test
traditional_logo,5,13:43:08/scan-000,13:43:08,fit
traditional_logo,5,13:43:08/scan-001,13:43:08,fit
traditional_logo,5,13:43:08/scan-002,13:43:08,fit
traditional_logo,5,13:43:08/scan-003,13:43:08,fit
traditional_logo,5,13:43:08/scan-004,13:43:08,fit
traditional_logo,5,13:43:08/scan-005,13:43:08,fit
traditional_logo,5,13:43:08/scan-006,13:43:08,fit
traditional_logo,5,13:43:08/scan-007,13:43:08,fit
traditional_logo,5,13:43:08/scan-008,13:43:08,fit
traditional_logo,5,13:43:08/scan-009,13:43:08,fit
traditional_logo,5,13:43:08/scan-010,13:43:08,fit
traditional_logo,5,13:43:08/scan-011,13:43:08,fit
traditional_logo,5,13:43:08/scan-012,13:43:08,fit
traditional_logo,5,13:43:08/scan-013,13:43:08,fit
traditional_logo,5,13:43:08/scan-014,13:43:08,fit
traditional_logo,5,13:43:08/scan-015,13:43:08,fit
traditional_logo,5,13:43:08/scan-016,13:43:08,fit
traditional_logo,5,13:43:08/scan-017,13:43:08,fit
traditional_logo,5,13:43:08/scan-018,13:43:08,fit
traditional_logo,5,13:43:08/scan-019,13:43:08,fit
traditional_logo,6,12:46:00/scan-000,12:46:00,fit
traditional_logo,6,12:46:00/scan-001,12:46:00,fit
traditional_logo,6,12:46:00/scan-002,12:46:00,fit
traditional_logo,6,12:46:00/scan-003,12:46:00,fit
traditional_logo,6,12:46:00/scan-004,12:46:00,fit
traditional_logo,6,12:46:00/scan-005,12:46:00,fit
traditional_logo,6,12:46:00/scan-006,12:46:00,fit
traditional_logo,6,12:46:00/scan-007,12:46:00,fit
traditional_logo,6,12:46:00/scan-008,12:46:00,fit
traditional_logo,6,12:46:00/scan-009,12:46:00,fit
traditional_logo,6,12:46:00/scan-010,12:46:00,fit
traditional_logo,6,12:46:00/scan-011,12:46:00,fit
traditional_logo,6,12:46:00/scan-012,12:46:00,fit
traditional_logo,6,12:46:00/scan-013,12:46:00,fit
traditional_logo,6,12:46:00/scan-014,12:46:00,fit
traditional_logo,6,12:46:00/scan-015,12:46:00,fit
traditional_logo,6,12:46:00/scan-016,12:46:00,fit
traditional_logo,6,12:46:00/scan-017,12:46:00,fit
traditional_logo,6,12:46:00/scan-018,12:46:00,fit
traditional_logo,6,12:46:00/scan-019,12:46:00,fit
traditional_logo,6,12:55:42/scan-000,12:55:42,fit
traditional_logo,6,12:55:42/scan-001,12:55:42,fit
traditional_logo,6,12:55:42/scan-002,12:55:42,fit
traditional_logo,6,12:55:42/scan-003,12:55:42,fit
traditional_logo,6,12:55:42/scan-004,12:55:42,fit
traditional_logo,6,12:55:42/scan-005,12:55:42,fit
traditional_logo,6,12:55:42/scan-006,12:55:42,fit
traditional_logo,6,12:55:42/scan-007,12:55:42,fit
traditional_logo,6,12:55:42/scan-008,12:55:42,fit
traditional_logo,6,12:55:42/scan-009,12:55:42,fit
traditional_logo,6,12:55:42/scan-010,12:55:42,fit
traditional_logo,6,12:55:42/scan-011,12:55:42,fit
traditional_logo,6,12:55:42/scan-012,12:55:42,fit
traditional_logo,6,12:55:42/scan-013,12:55:42,fit
traditional_logo,6,12:55:42/scan-014,12:55:42,fit
traditional_logo,6,12:55:42/scan-015,12:55:42,fit
traditional_logo,6,12:55:42/scan-016,12:55:42,fit
traditional_logo,6,12:55:42/scan-017,12:55:42,fit
traditional_logo,6,12:55:42/scan-018,12:55:42,fit
traditional_logo,6,12:55:42/scan-019,12:55:42,fit
traditional_logo,6,13:05:15/scan-000,13:05:15,fit
traditional_logo,6,13:05:15/scan-001,13:05:15,fit
traditional_logo,6,13:05:15/scan-002,13:05:15,fit
traditional_logo,6,13:05:15/scan-003,13:05:15,fit
traditional_logo,6,13:05:15/scan-004,13:05:15,fit
traditional_logo,6,13:05:15/scan-005,13:05:15,fit
traditional_logo,6,13:05:15/scan-006,13:05:15,fit
traditional_logo,6,13:05:15/scan-007,13:05:15,fit
traditional_logo,6,13:05:15/scan-008,13:05:15,fit
traditional_logo,6,13:05:15/scan-009,13:05:15,fit
traditional_logo,6,13:05:15/scan-010,13:05:15,fit
traditional_logo,6,13:05:15/scan-011,13:05:15,fit
traditional_logo,6,13:05:15/scan-012,13:05:15,fit
traditional_logo,6,13:05:15/scan-013,13:05:15,fit
traditional_logo,6,13:05:15/scan-014,13:05:15,fit
traditional_logo,6,13:05:15/scan-015,13:05:15,fit
traditional_logo,6,13:05:15/scan-016,13:05:15,fit
traditional_logo,6,13:05:15/scan-017,13:05:15,fit
traditional_logo,6,13:05:15/scan-018,13:05:15,fit
traditional_logo,6,13:05:15/scan-019,13:05:15,fit
traditional_logo,6,13:14:37/scan-000,13:14:37,fit
traditional_logo,6,13:14:37/scan-001,13:14:37,fit
traditional_logo,6,13:14:37/scan-002,13:14:37,fit
traditional_logo,6,13:14:37/scan-003,13:14:37,fit
traditional_logo,6,13:14:37/scan-004,13:14:37,fit
traditional_logo,6,13:14:37/scan-005,13:14:37,fit
traditional_logo,6,13:14:37/scan-006,13:14:37,fit
traditional_logo,6,13:14:37/scan-007,13:14:37,fit
traditional_logo,6,13:14:37/scan-008,13:14:37,fit
traditional_logo,6,13:14:37/scan-009,13:14:37,fit
traditional_logo,6,13:14:37/scan-010,13:14:37,fit
traditional_logo,6,13:14:37/scan-011,13:14:37,fit
traditional_logo,6,13:14:37/scan-012,13:14:37,fit
traditional_logo,6,13:14:37/scan-013,13:14:37,fit
traditional_logo,6,13:14:37/scan-014,13:14:37,fit
traditional_logo,6,13:14:37/scan-015,13:14:37,fit
traditional_logo,6,13:14:37/scan-016,13:14:37,fit
traditional_logo,6,13:14:37/scan-017,13:14:37,fit
traditional_logo,6,13:14:37/scan-018,13:14:37,fit
traditional_logo,6,13:14:37/scan-019,13:14:37,fit
traditional_logo,6,13:24:02/scan-000,13:24:02,fit
traditional_logo,6,13:24:02/scan-001,13:24:02,fit
traditional_logo,6,13:24:02/scan-002,13:24:02,fit
traditional_logo,6,13:24:02/scan-003,13:24:02,fit
traditional_logo,6,13:24:02/scan-004,13:24:02,fit
traditional_logo,6,13:24:02/scan-005,13:24:02,fit
traditional_logo,6,13:24:02/scan-006,13:24:02,fit
traditional_logo,6,13:24:02/scan-007,13:24:02,fit
traditional_logo,6,13:24:02/scan-008,13:24:02,fit
traditional_logo,6,13:24:02/scan-009,13:24:02,fit
traditional_logo,6,13:24:02/scan-010,13:24:02,fit
traditional_logo,6,13:24:02/scan-011,13:24:02,fit
traditional_logo,6,13:24:02/scan-012,13:24:02,fit
traditional_logo,6,13:24:02/scan-013,13:24:02,fit
traditional_logo,6,13:24:02/scan-014,13:24:02,fit
traditional_logo,6,13:24:02/scan-015,13:24:02,fit
traditional_logo,6,13:24:02/scan-016,13:24:02,fit
traditional_logo,6,13:24:02/scan-017,13:24:02,fit
traditional_logo,6,13:24:02/scan-018,13:24:02,fit
traditional_logo,6,13:24:02/scan-019,13:24:02,fit
traditional_logo,6,13:33:30/scan-000,13:33:30,fit
traditional_logo,6,13:33:30/scan-001,13:33:30,fit
traditional_logo,6,13:33:30/scan-002,13:33:30,fit
traditional_logo,6,13:33:30/scan-003,13:33:30,fit
traditional_logo,6,13:33:30/scan-004,13:33:30,fit
traditional_logo,6,13:33:30/scan-005,13:33:30,fit
traditional_logo,6,13:33:30/scan-006,13:33:30,fit
traditional_logo,6,13:33:30/scan-007,13:33:30,fit
traditional_logo,6,13:33:30/scan-008,13:33:30,fit
traditional_logo,6,13:33:30/scan-009,13:33:30,fit
traditional_logo,6,13:33:30/scan-010,13:33:30,fit
traditional_logo,6,13:33:30/scan-011,13:33:30,fit
traditional_logo,6,13:33:30/scan-012,13:33:30,fit
traditional_logo,6,13:33:30/scan-013,13:33:30,fit
traditional_logo,6,13:33:30/scan-014,13:33:30,fit
traditional_logo,6,13:33:30/scan-015,13:33:30,fit
traditional_logo,6,13:33:30/scan-016,13:33:30,fit
traditional_logo,6,13:33:30/scan-017,13:33:30,fit
traditional_logo,6,13:33:30/scan-018,13:33:30,fit
traditional_logo,6,13:33:30/scan-019,13:33:30,fit
traditional_logo,6,13:43:08/scan-000,13:43:08,test
traditional_logo,6,13:43:08/scan-001,13:43:08,test
traditional_logo,6,13:43:08/scan-002,13:43:08,test
traditional_logo,6,13:43:08/scan-003,13:43:08,test
traditional_logo,6,13:43:08/scan-004,13:43:08,test
traditional_logo,6,13:43:08/scan-005,13:43:08,test
traditional_logo,6,13:43:08/scan-006,13:43:08,test
